Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text,Document Type,Source,EID
"Barnhart A.S., Ehlert M.J., Goldinger S.D., Mackey A.D.","Cross-modal attentional entrainment: Insights from magicians",2018,"Attention, Perception, and Psychophysics",,,,"1","10",,,10.3758/s13414-018-1497-8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043387499&doi=10.3758%2fs13414-018-1497-8&partnerID=40&md5=4fa0d956e107757f7ba3d12a034b7f7c","Recently, performance magic has become a source of insight into the processes underlying awareness. Magicians have highlighted a set of variables that can create moments of visual attentional suppression, which they call “off-beats.” One of these variables is akin to the phenomenon psychologists know as attentional entrainment. The current experiments, inspired by performance magic, explore the extent to which entrainment can occur across sensory modalities. Across two experiments using a difficult dot probe detection task, we find that the mere presence of an auditory rhythm can bias when visual attention is deployed, speeding responses to stimuli appearing in phase with the rhythm. However, the extent of this cross-modal influence is moderated by factors such as the speed of the entrainers and whether their frequency is increasing or decreasing. In Experiment 1, entrainment occurred for rhythms presented at .67 Hz, but not at 1.5 Hz. In Experiment 2, entrainment only occurred for rhythms that were slowing from 1.5 Hz to .67 Hz, not speeding. The results of these experiments challenge current models of temporal attention. © 2018 The Psychonomic Society, Inc.","Attention; Cross-modal; Entrainment; Magic; Rhythm",,,,Article in Press,Scopus,2-s2.0-85043387499
"Smith E., Treffiletti A., Bailey P.E., Moustafa A.A.","The effect of attentional bias modification training on food intake in overweight and obese women",2018,"Journal of Health Psychology",,,,"","",,,10.1177/1359105318758856,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043311791&doi=10.1177%2f1359105318758856&partnerID=40&md5=fe5e671ac42c44152aeeaf71ca1f2da7","This study modified food attentional biases via computerized attentional bias modification training and examined the effects on food intake. Overweight women were randomly allocated to (1) direct attention away from food (“attentional-training”), (2) direct attention at random to food or neutral (“placebo”), or (3) no training (“control”). Individuals then completed a taste test. Those in the attentional-training consumed on average 600 kJ less of total food compared to the placebo. Those in the attentional-training had a reduction in food attentional bias compared to the placebo group, when controlling for executive function. Attentional-training seems to reduce high-calorie intake in overweight women. © 2018, The Author(s) 2018.","attentional bias; attentional-training; executive function; food choice; obesity; overweight",,,,Article in Press,Scopus,2-s2.0-85043311791
"Mogg K., Bradley B.P.","Anxiety and Threat-Related Attention: Cognitive-Motivational Framework and Treatment",2018,"Trends in Cognitive Sciences","22","3",,"225","240",,,10.1016/j.tics.2018.01.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041573947&doi=10.1016%2fj.tics.2018.01.001&partnerID=40&md5=fe8dc2a4ad8284fb54e99bf58da0a4c2","Research in experimental psychopathology and cognitive theories of anxiety highlight threat-related attention biases (ABs) and underpin the development of a computer-delivered treatment for anxiety disorders: attention-bias modification (ABM) training. Variable effects of ABM training on anxiety and ABs generate conflicting research recommendations, novel ABM training procedures, and theoretical controversy. This article summarises an updated cognitive-motivational framework, integrating proposals from cognitive models of anxiety and attention, as well as evidence of ABs. Interactions between motivational salience-driven and goal-directed influences on multiple cognitive processes (e.g., stimulus evaluation, inhibition, switching, orienting) underlie anxiety and the variable manifestations of ABs (orienting towards and away from threat; threat-distractor interference). This theoretical analysis also considers ABM training as cognitive skill training, describes a conceptual framework for evaluating/developing novel ABM training procedures, and complements network-based research on reciprocal anxiety–cognition relationships. Research in experimental psychopathology has led to the development of ABM training as a potential computer-delivered treatment for anxiety disorders. Conventional ABM threat-avoidance training encourages anxious individuals to orient attention away from threat, but has variable effects on anxiety and threat-related ABs. Differing explanations for mixed outcomes of ABM training, and theoretical controversy about the causes of anxiety and ABs, encourage the development of alternative novel ABM training methods. Development of effective attention-based treatments for anxiety would be advanced by better theoretical understanding of the cognitive processes underlying anxiety and ABs, and by using more refined and comprehensive assessments of threat-related attention and associated cognitive and neural functioning. © 2018 The Authors",,"Biology; Cognitive model; Cognitive process; Cognitive skill; Cognitive theory; Comprehensive assessment; Conceptual frameworks; Threat avoidance; Training procedures; Cognitive systems; anxiety; attention; cognition; conceptual framework; human; medical education; medical research; Review; salience network; skill; threat",,,Review,Scopus,2-s2.0-85041573947
"Scrimin S., Moscardino U., Altoè G., Mason L.","Attentional Bias for Academic Stressors and Classroom Climate Predict Adolescents’ Grades and Socioemotional Functioning",2018,"Journal of Research on Adolescence","28","1",,"245","258",,,10.1111/jora.12329,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020530158&doi=10.1111%2fjora.12329&partnerID=40&md5=610ab5e90c786e4f1fe86c6f6c8c2505","Using a dot-probe detection task, this longitudinal study investigated whether adolescents show an attentional bias for academic stressors at the beginning of the school year (T1), and if such allocation of attention interacts with classroom climate (CC) to predict grades and socioemotional functioning at the end of the term (T2). Among 133 eighth-graders, the majority showed a perceptual bias toward academic threats. Regression analyses indicated that a greater bias at T1 predicted lower grades and more socioemotional problems at T2, and that CC moderated these relationships. Students perceiving low CC and displaying greater attentional bias reported lower grades and more socioemotional problems. Teachers may promote a positive CC to prevent the negative effects of a biased attention on youths’ school adjustment. © 2017 The Authors. Journal of Research on Adolescence © 2017 Society for Research on Adolescence",,,,,Article,Scopus,2-s2.0-85020530158
"Trapp W., Kalzendorf C., Baum C., Hajak G., Lautenbacher S.","Attentional biases in patients suffering from unipolar depression: results of a dot probe task investigation",2018,"Psychiatry Research","261",,,"325","331",,,10.1016/j.psychres.2018.01.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040319120&doi=10.1016%2fj.psychres.2018.01.005&partnerID=40&md5=32a3fd91eee9c146a695366211d3a1c0","Cognitive models of depression emphasize the relevance of cognitive biases for development, onset and maintenance of major depressive disorder (MDD). Attentional biases consisting of increased attention to negative, mood congruent stimuli and reduced attention to positive, mood-incongruent stimuli are postulated but have rarely been tested for early attentional processing. Furthermore, the role of concurrent depressive mood as a moderating factor has not been studied to date. Participants comprised 30 patients suffering from MDD and 30 healthy control subjects. All participants performed a dot-probe task with pictorial stimuli displaying affective facial expressions, presented either for 100 ms or for 500 ms. Attentional biases towards faces displaying joy in both MDD patients and control subjects and towards faces displaying pain in MDD subjects were found at presentation times of 100 ms. In the MDD sample, the bias indices at 100 ms were correlated with concurrent depressive mood. In patients with pronounced depressive mood, significant biases towards happy and angry faces were observed that exceed the biases obtained in control subjects and patients with less depressive mood. The results provide first evidence that MDD patients with pronounced depressive mood show an increased early attentional engagement towards emotional salient stimuli, independent from valence. © 2018 Elsevier B.V.","Attention; Attentional bias; Cognition; Depression; Neuropsychology","adult; Article; attention; attentional bias; clinical article; cognition; controlled study; dot probe task; emotion; facial expression; female; happiness; human; major depression; male; neuropsychological test; pain; priority journal; visual stimulation",,,Article,Scopus,2-s2.0-85040319120
"Deltomme B., Mertens G., Tibboel H., Braem S.","Instructed fear stimuli bias visual attention",2018,"Acta Psychologica","184",,,"31","38",,,10.1016/j.actpsy.2017.08.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028828568&doi=10.1016%2fj.actpsy.2017.08.010&partnerID=40&md5=508ba51279c5229d52891762a2e411ec","We investigated whether stimuli merely instructed to be fear-relevant can bias visual attention, even when the fear relation was never experienced before. Participants performed a dot-probe task with pictures of naturally fear-relevant (snake or spider) or -irrelevant (bird or butterfly) stimuli. Instructions indicated that two pictures (one naturally fear-relevant and one fear-irrelevant) could be followed by an electrical stimulation (i.e., instructed fear). In reality, no stimulation was administered. During the task, two pictures were presented on each side of the screen, after which participants had to determine as fast as possible on which side a black dot appeared. After a first phase, fear was reinstated by instructing participants that the device was not connected but now was (reinstatement phase). Participants were faster when the dot appeared on a location where an instructed fear picture was presented. This effect seemed independent of whether picture content was naturally fear-relevant, but was only found in the first half of each phase, suggesting rapid extinction due to the absence of stimulation, and rapid re-evaluation after reinstatement. A second experiment similarly showed that instructed fear biases attention, even when participants were explicitly instructed that no stimulation would be given during the dot-probe task. Together, these findings demonstrate that attention can be biased towards instructed fear stimuli, even when these fear relations were never experienced. Future studies should test whether this is specific to fear, or can be observed for all instructions that change the relevance of a given stimulus. © 2017 Elsevier B.V.","Attention; Dot-probe; Fear conditioning; Instructed fear; Learning via instructions",,,,Article,Scopus,2-s2.0-85028828568
"Jiang M.Y.W., Vartanian L.R.","A review of existing measures of attentional biases in body image and eating disorders research",2018,"Australian Journal of Psychology","70","1",,"3","17",,,10.1111/ajpy.12161,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016760608&doi=10.1111%2fajpy.12161&partnerID=40&md5=8a93b4019ed581499c8aa299f5ac2095","Cognitive theories emphasise the important role of attentional biases in the development and maintenance of body image issues and eating pathology. A wealth of research has been conducted to examine attentional biases toward body-related information among individuals with eating pathology. However, there is considerable variability in the methods that have been used to measure attention and, importantly, these methods tap into different attentional processes. Given the multifaceted nature of attention, it is important for researchers to select the right tools to test their hypotheses. This review critically evaluates the attentional measures that have been used in previous research, primarily the modified Stroop task, dot probe task, visual search task, and eyetracking. The strengths and limitations of each measure will be discussed in order to provide a guide for researchers to further investigate the attentional mechanisms underlying body image issues and eating disorders. Overall, we recommend that researchers use a combination of eyetracking technology and specific reaction-time measures that target the specific attentional mechanism of interest. © 2017 The Australian Psychological Society","attentional bias; body image; dot probe; eyetracking; Stroop; visual search",,,,Review,Scopus,2-s2.0-85016760608
"Abend R., de Voogd L., Salemink E., Wiers R.W., Pérez-Edgar K., Fitzgerald A., White L.K., Salum G.A., He J., Silverman W.K., Pettit J.W., Pine D.S., Bar-Haim Y.","Association between attention bias to threat and anxiety symptoms in children and adolescents",2018,"Depression and Anxiety","35","3",,"229","238",,,10.1002/da.22706,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042937906&doi=10.1002%2fda.22706&partnerID=40&md5=dd374f1fe86916b6f2adbe39854c8e81","Background: Considerable research links threat-related attention biases to anxiety symptoms in adults, whereas extant findings on threat biases in youth are limited and mixed. Inconsistent findings may arise due to substantial methodological variability and limited sample sizes, emphasizing the need for systematic research on large samples. The aim of this report is to examine the association between threat bias and pediatric anxiety symptoms using standardized measures in a large, international, multi-site youth sample. Methods: A total of 1,291 children and adolescents from seven research sites worldwide completed standardized attention bias assessment task (dot-probe task) and child anxiety symptoms measure (Screen for Child Anxiety Related Emotional Disorders). Using a dimensional approach to symptomatology, we conducted regression analyses predicting overall, and disorder-specific, anxiety symptoms severity, based on threat bias scores. Results: Threat bias correlated positively with overall anxiety symptoms severity (ß = 0.078, P =.004). Furthermore, threat bias was positively associated specifically with social anxiety (ß = 0.072, P =.008) and school phobia (ß = 0.076, P =.006) symptoms severity, but not with panic, generalized anxiety, or separation anxiety symptoms. These associations were not moderated by age or gender. Conclusions: These findings indicate associations between threat bias and pediatric anxiety symptoms, and suggest that vigilance to external threats manifests more prominently in symptoms of social anxiety and school phobia, regardless of age and gender. These findings point to the role of attention bias to threat in anxiety, with implications for translational clinical research. The significance of applying standardized methods in multi-site collaborations for overcoming challenges inherent to clinical research is discussed. © 2017 Wiley Periodicals, Inc.","anxiety/anxiety disorders; biological markers; child/adolescent; computer/internet technology; GAD/generalized anxiety disorder; international; phobia/phobic disorders; SAD/social anxiety disorder/social phobia; separation anxiety",,"A.F.W. Schimper-Stiftung für Ökologische Forschungen; R34 MH097931, NIH, National Institutes of Health; R01 MH094633, NIH, National Institutes of Health; UH2 MH101470, NIH, National Institutes of Health; Irish Research Council; ZIAMH002781-15, NIMH, National Institute of Mental Health; NCT00018057, NIMH, National Institute of Mental Health; 2013349, BSF, United States-Israel Binational Science Foundation; A.F.W. Schimper-Stiftung für Ökologische Forschungen; 2013349, BSF, United States-Israel Binational Science Foundation; R34 MH097931, NIH, National Institutes of Health; R01 MH094633, NIH, National Institutes of Health; UH2 MH101470, NIH, National Institutes of Health; Irish Research Council; ZIAMH002781-15, NIMH, National Institute of Mental Health; NCT00018057, NIMH, National Institute of Mental Health","Grant sponsor: NIMH Intramural Research Program; Contract grant numbers: ZIAMH002781-15 and NCT00018057 (to R.A.,L.K.W.,D.S.P.);Grantsponsor:National Institutes of Health; Contract grant numbers: R01 MH094633 (to K.P-E.), UH2 MH101470 (to J.W.P., W.K.S.), and R34 MH097931 (to J.W.P., W.K.S.); Grant sponsor: United States - Israel Binational Science Foundation; Contract grant number: 2013349 (to Y.B-H.); Grant sponsor: Irish Research Council Project Starter Grant (to A.F.).",Article,Scopus,2-s2.0-85042937906
"Schäfer J., Zvielli A., Höfler M., Wittchen H.-U., Bernstein A.","Trauma, attentional dysregulation, and the development of posttraumatic stress: An investigation of risk pathways",2018,"Behaviour Research and Therapy","102",,,"60","66",,,10.1016/j.brat.2018.01.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041318161&doi=10.1016%2fj.brat.2018.01.004&partnerID=40&md5=d49b11d91717a8e3dc1af61ab8bc1c51","Background: Fundamental questions regarding the nature and function of attentional bias (AB) to threat in the etiology of posttraumatic stress disorder (PTSD) remain unanswered. We tested the temporal interplay between trauma exposure, dysregulated attentional processing of threatening information pre- and post-trauma, and the development of posttraumatic intrusions. Methods: Response time to trauma-related threat, trauma-unrelated threat, as well as to trauma-related but typically emotionally-neutral stimuli was assessed using the dot probe task before and one week after watching a violent movie scene that served as a trauma analogue. AB was analyzed as a dynamic process by means of a recently developed approach indexing momentary fluctuations of AB toward and away from emotional stimuli. Posttraumatic intrusions were measured daily over the week following analogue trauma exposure. Results: We found that key features of AB dynamics to trauma-related stimuli at post-, but not pre-, trauma exposure were associated with posttraumatic intrusions. Notably, these post-trauma exposure effects were specific to biased attentional processing of trauma-related but not threatening stimuli unrelated to the traumatic event. In line with a growing body of findings, pre- and post-trauma exposure traditional aggregated mean AB scores were not similarly associated with posttraumatic intrusions. Conclusions: We conclude that one mechanism through which trauma exposure may contribute to the development of PTSD is through its dysregulation of attentional processing of trauma event-related cues. Future work may focus on delineating the developmental course through which attentional dysregulation post-trauma and posttraumatic intrusions unfold and interact. © 2018","Attention; Attentional bias; Cognition; Post-traumatic stress disorder; Sexual assault; Trauma","adult; Article; attentional bias; emotion; exposure; female; human; major clinical study; male; posttraumatic stress disorder; psychotrauma; response time; risk assessment; stimulus response; task performance; threat; violence","TU Dresden, Technische Universität Dresden; TU Dresden, Technische Universität Dresden","This study was funded by funding opportunities for young scientists (Anschubfinanzierung) from the Department of Psychology of the Technische Universität Dresden. Judith Schäfer was funded by a doctoral stipend of the Technische Universität Dresden (Stipendienprogramm zur Förderung von Nachwuchswissenschaftlerinnen). Ariel Zvielli, Michael Höfler and Hans-Ulrich Wittchen have nothing to disclose. Amit Bernstein reports a patent application on a technological system to train attention. Amit Bernstein reports no current or impending commercial or financial conflict of interest or expected gain related to the publication of this study. The study was approved by the TUD Ethics Board (EK 405112011).",Article,Scopus,2-s2.0-85041318161
"Lam W.W.T., Ng D., Wong S., Lee T.M.C., Kwong A., Fielding R.","The role of cognitive bias in relation to persistent distress among women diagnosed with breast cancer",2018,"Psycho-Oncology","27","3",,"983","989",,,10.1002/pon.4620,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040687889&doi=10.1002%2fpon.4620&partnerID=40&md5=427908b6a8e17749579c2c9ac77b21ee","Objective: To examine if bias in attention to and interpretation of cancer-related stimuli differentiates women with persistent psychological distress from those with low/transient distress following breast cancer. Methods: One-hundred forty women classified in a prior longitudinal study as having low (n = 73) or persistent high (n = 67) distress completed 2 modified dot-probe tasks assessing attention bias and an ambiguous cues task assessing interpretation bias toward cancer-related vs neutral information. Psychological distress was assessed using the Hospital Anxiety Depression Scale. Four-way repeated analysis of variance was adopted. Results: Participants with persistent high distress from the original study who continued to report high Hospital Anxiety Depression Scale scores (≥8) on recruitment into the present study comprised the persistent distress group (ie, 31 reporting high anxiety and 30 reporting high depression scores). Persistent distress and low distress groups did not differ in attentional bias toward negative-stimuli or cancer-related information, but a significant time-course effect in attentional bias toward negative-stimuli or cancer-related information was observed, with women in the persistent distress group showing a significant bias away from negative-stimuli or cancer-related information under supraliminal conditions. There was a borderline difference in interpretation bias scores between low anxiety and chronic anxiety groups (P =.065), with correlation suggesting a significant positive association (r = 0.20, P =.019). Conclusion: Women with persistent distress may adopt avoidance strategies to cope with breast cancer. Moreover, women reporting persistent anxiety may have a tendency to negatively interpret ambiguous information, leading to illness preoccupation. These findings offer critical insight for clinicians to develop tailored interventions to help women with persistent psychological distress. Copyright © 2017 John Wiley & Sons, Ltd.","attention bias; breast cancer; chronic distress; cogntivie bias; interpretation bias",,"SFFR, State Fund for Fundamental Research of Ukraine","This work was supported by General Research Fund of the Research",Article,Scopus,2-s2.0-85040687889
